text_id,text,task_1,task_2,split
hasoc_2020_hi_2791,"RT @ChanakyaNiti6: पहले हर अच्छी बात का मजाक बनता है,
फिर विरोध होता है और फिर उसे स्वीकार लिया जाता है :- स्वामी विवेकानंद https://t.co/lp…",NOT,NONE,train
hasoc_2020_hi_114,"RT @TejYadav14: खुद को कहता ये चौकीदार है।
लेकिन नफरत फैलाना और देश को बाँटना ही इसका असली कारोबार है। https://t.co/lIjLzfVwEE",HOF,OFFN,train
hasoc_2020_hi_233,झूठ मत बोलो देश के किसी आदमी ने तुम्हारी जात नहीं पूछी आपने खुद ही अपनी जात की बात उठाई और विपक्ष के सिर मढ दी बहुत शातिर हो तुम।,NOT,NONE,train
hasoc_2020_hi_874,"RT @Avantika_Pandit: #आज_का_ज्ञान😌😌

हर जगह बहस मत करो...

.

.

.

.

.

मारो पीटो,

और बात ख़तम करो...😉😉",NOT,NONE,train
hasoc_2020_hi_2381,"RT @Dil_se_re_: हमारा बॉल गिर गया था खेलते वक़्त
सूखे नाले टाइप गड्ढे में
मेरे दोस्त ने टहनी पकड़ी और मैं उसका हाथ
पकड़कर नीचे बॉल लेने उत…",NOT,NONE,train
hasoc_2020_hi_3222,हर हर,NOT,NONE,train
hasoc_2020_hi_3832,"RT @RPDULAR: शायद ये दुनियाँ का अकेला आदमी है जो एक स्याही लगी ऊँगली दिखाने के लिए सारी उँगलियों को खड़ा किए हुए है
😀😃😄😁😆😅😂 https://t.co/RS…",NOT,NONE,train
hasoc_2020_hi_3729,"RT @ROFL_INDIAN80: मोदी के दलित कुत्तो को पहचाना मुश्किल नही।
भाजपा शासित,UP,गुजरात,MP, RAJ,HAR, मे दलितो की हत्या हो,दलित महिलाओं का बलात्…",HOF,PRFN,train
hasoc_2020_hi_668,RT @BJP4Himachal: प्रधानमंत्री मोदी जी - जिनसे जनता करती है प्यार और विपक्ष को लगता है डर। https://t.co/DszHNqnyDB,NOT,NONE,train
hasoc_2020_hi_56,लिया जनता को गुमराह करने के लिये। बहुत ही शाजिस करनेवाला और देश को लूटनेवाला और ग़द्दार परिवार है गांधी परिवार। जनता को समझना चाहिये इस परिवार के घिनौने चेहरे को और देश की राजनीति से इसका नामोनिशान मिटाना अति आवश्यक है देश को बचाने के लिये।,HOF,HATE,train
hasoc_2020_hi_60,"RT @anoopjournalist: सकल ब्याधिन्ह कर मूला। तिन्ह ते पुनि उपजहिं बहु सूला॥
काम बात कफ लोभ अपारा। क्रोध पित्त नित छाती जारा॥

सब रोगों की ज…",NOT,NONE,train
hasoc_2020_hi_34,"RT @Aartisharma23: आएगा तो मोदी ही,
नहीं आया तो घसीटकर लाया जाएगा मोदी को राष्ट्रपति के पास।

इस्तीफा देने के लिए!
😂",NOT,NONE,train
hasoc_2020_hi_2966,"ऊ प मे bjp बुरी तरह  हार  रही है-प्रियंका खान वड्रा ।
ऊ प्र मे कॉंग्रेस संगठन कमजोर^प्रियंका खान वड्रा 
सीतापुर मे राहुल खान की रैली मे कुर्सिया खाली हो रही है ।",HOF,OFFN,train
hasoc_2020_hi_1182,RT @Ankit39070392: @ishugupta3011 @DrKumarVishwas वो अरविंद की महानता है यह लोग नही समझते 🙏 कविराज योगेंद्र मयंक यह सब लोग मौका देखते है कब…,NOT,NONE,train
hasoc_2020_hi_2930,RT @NkumarAAP: बुराड़ी विधानसभा में SMS Public School के बूथ पर EVM को शील नहीं किया है बूथ एजेंट को जबरदस्ती साइन करा के बाहर निकाल दिया…,HOF,HATE,train
hasoc_2020_hi_1451,"RT @HindiAsiaville: Tejashwi yadav ने कहा, हमारे नीतीश चाचा का चेहरा एकदम उतर गया है, हमें तरस आता है

#Election2019 | @NitishKumar | @yada…",NOT,NONE,train
hasoc_2020_hi_2626,"RT @nasim_aqib: मज़दूर की मज़दूरी उसका पसीना सूखने से पहले दीजिये। 

#हज़रतमुहम्मदसल्लाहुअलैहिवसल्लम  

#मज़दूरदिवस 

✍✍@nasim_aqib",NOT,NONE,train
hasoc_2020_hi_2649,"RT @Sheela14619778: ऋग्वेद मं.10सुं.90 मंत्र1में विराट रूप काल (ब्रह्म)जिसके हजारों सिर,हाथ, पैर,आँख,कान है।वह पृथ्वी वाले 21 ब्रह्मांडो को…",NOT,NONE,train
hasoc_2020_hi_859,RT @rohini_sgh: अगर मोदीजी हारे तो राकेश सिन्हा जैसे लोग 6 महिने के अंदर संघ कैसे नाराज था इसके उपर लिखने लगेंगे। फिर राम माधव का आज का ट्…,NOT,NONE,train
hasoc_2020_hi_604,"RT @ptshrikant: आज फिर सिद्ध हुआ है #ModiHaiToMumkinHai, जिस दुर्दांत आतंकी #MasoodAzhar को वैश्विक आतंकी घोषित कराने की कोशिशें 10 साल में…",NOT,NONE,train
hasoc_2020_hi_2285,"RT @ArshadChishti_: मोदी जी शायद अब आप उच्च प्रजाति का झूठे इंसान हो गए हो, दोस्तो देखो ज़रा, सार्वजनिक इंटरनेट का उपयोग 15 अगस्त 1995 को…",HOF,OFFN,train
hasoc_2020_hi_559,"@BantuDas2 
#HappyMothersDay2019 
माॅ हमारी गलती को तो माफ कर देती है छुपा देती हैं लेकिन कर्म फल भोगने से हमे बचा नही सकती ।
जाने उस परमात्मा के बारे मे जो हमारे बुरे कर्मों को भी माफ कर देता है । https://t.co/3J0bTFO4Xr",NOT,NONE,train
hasoc_2020_hi_459,"RT @DttaShiv: @ZeeNewsHindi अय्याश मुसलमान थे छद्म नेहरू.
ऐसे नीच का साथ देकर मोहन दास गाँधी ने देश और हिन्दुओं से गद्दारी की .दोनों क्षमा…",HOF,OFFN,train
hasoc_2020_hi_411,RT @SohailBobby: 2-2 करोड़ की रैली सजाई जाती 50-50 लाख देकर भीड़ बुलाई जाती है लाखों का सूट-बूट पहन कर मोदी आते है 🤔और मंच से बताते है कां…,NOT,NONE,train
hasoc_2020_hi_2362,"RT @MahilaCongress: कांग्रेस के कार्यकर्ताओं के बिना, मैं कौन हूँ! कोई भी नहीं। कांग्रेस का मैं सिर्फ एक छोटा हिस्सा हूँ। कांग्रेस हर उस व्…",NOT,NONE,train
hasoc_2020_hi_1631,"@PankajK17875218 हम लोग भांगडा कर लेंगें... 

चमचें ताली बजाने के लिए होगें 
हाय, हाय करके.. 😂 😜 😁",HOF,OFFN,train
hasoc_2020_hi_3526,"RT @AtulDass_: #Ramazan 
🎋कुरान ज्ञान दाता अल्लाह कह रहा है कि उस कबीर परमात्मा पर विश्वास रखो। वह कभी मरने वाला नहीं है। तारीफ के साथ उसकी…",NOT,NONE,train
hasoc_2020_hi_3804,"RT @ippatel: आज PM नें Ramlila Maidan में दिल्ली का ठग जो स्वयं को दिल्ली का मालिक कहता है, उसे फिर निराश किया और उसका नाम नहीं लिया।",HOF,OFFN,train
hasoc_2020_hi_1128,"RT @AnjuSha21061554: मै सब्जी खरीदने बजार गया 
एक मुल्ला सब्जी बेच रहा था 
मैने पूछा मुल्ली कैसे है 
साला मुल्ला भड़क गया !😅😂😅😂😅 https://t.…",HOF,PRFN,train
hasoc_2020_hi_3299,"@aajtak कमल हासन, यह भी बता दो की राजीव गांधी की हत्या का जिम्मेवार कौन है? DMK या कोई और?",HOF,OFFN,train
hasoc_2020_hi_63,"@PanditKimjong @DdFynDfN9XpDBjK @deepikatomar_ कुछ नहीं हुआ, रोवो मत, सब ठीक है",NOT,NONE,train
hasoc_2020_hi_55,"RT @arjunmewada32: गद्दारों की छाती पर चोट किया 
और एक बार फिर नरेन्द्र मोदी जी
को वोट दिया 🙏🙏🙏
एक वोट आतंकवाद को खत्म
करने के लिए,
एक वोट…",NOT,NONE,train
hasoc_2020_hi_2072,@DayalShankar58 @ZeeNewsHindi @Ashutosh10798 यही मै भी सोंच रहा था।,NOT,NONE,train
hasoc_2020_hi_286,@RaviPratapChand @Sangita32620162 @ShilpiSinghINC तब तो सर इस तरह से नही बोलते,NOT,NONE,train
hasoc_2020_hi_1333,RT @nehapatel342634: मेरी नौकरानी और नोकर 😍😍 https://t.co/Df951sNs89,NOT,NONE,train
hasoc_2020_hi_1234,"RT @Hindinama2: जितना तुमने उसे प्रेम किया
अब उससे उतनी ही नफ़रत कर डालो
इसी तरह भूल पाओगी तुम उसे
और फिर एक दिन सब शांत हो जायेगा
उसके लिए…",NOT,NONE,train
hasoc_2020_hi_1175,"@ArvindKejriwal Thodi to sharam kar, Abe tu ek state ka CM hai bhand nahi 🙄",HOF,OFFN,train
hasoc_2020_hi_2563,"RT @KulwantDass3: #SundayMotivation 
#jesus 
इस पूरी पृथ्वी ही नहीं बल्कि 21 ब्रह्मांड में संत रामपालजी के अलावा खुदा कहो राम कहो अल्लाह क…",NOT,NONE,train
hasoc_2020_hi_3260,@Bhavya_SKS17 @Gyan_p_mishra @_parm_4U @prakash9237 @gautammutha1 @sahajyoti3 @Rajjais65002059 @VishalSatra1 @DigvijaynathTi4 @__kashyap__ @Sanjiv_Sahib हर हर महादेव 🙏 शुभ दिन,NOT,NONE,train
hasoc_2020_hi_4259,"🌹फोड़ी-फुंसी हो तो :-

🌹किसी को फोड़ी-फुंसी होते है, तो त्रिफला शाम को फाँक लेंवे सारा फोड़ी-फुंसी सब साफ़ शरीर ठीक हो जायेगा | #SummerHealthTipsByBapuji",NOT,NONE,train
hasoc_2020_hi_2520,@kalikaprasad5 अल्प ज्ञानी को अहंकार सीखने नहीं देता चाणक्य नीति,NOT,NONE,train
hasoc_2020_hi_957,"RT @sir_jenishpatel: @manakgupta कहने वाले कहेंगे ये मोदी की जीत नहीं है चाईना की जीत है....😆😝😝

मसूद अजर को मोदी नहीं चाईना ने आतंकी घोषित…",NOT,NONE,train
hasoc_2020_hi_3272,"RT @raajsharma1011: किसी और से क्या मोहब्बत 💞 करूं,
इन दिनों खुद से ही फिर जुङने की कोशिश कर रहा हूँ।💞💞💞💞💞 https://t.co/g0bIkUBVQ0",NOT,NONE,train
hasoc_2020_hi_2356,इस की सकल देख कर इस को कोई रखेल भी नही बनायेगा।,HOF,OFFN,train
hasoc_2020_hi_1322,"यार क्या दिमाग पाया है भक्तो के गुरु ने नाली से गैस बनाते बनाते बादलों मे फाइटर जेट छीपाने का यंत्र भी खोज लिया,अब बस बाकी है भक्तो के दिमाग से गोबर गैस बनाना।",HOF,HATE,train
hasoc_2020_hi_9,@parvtyagi07 @muftitayyib2 @SharwanLakhani @Mayawati सुना है श्रीलंका मे पिछवाङा उठाना मना कर दिया गया है😂😂😂😂😂😂,HOF,HATE,train
hasoc_2020_hi_20,"RT @ArunbajpaiRajan: जब तक देश मे छिपे अंतिम आतंकी को खत्म नहीं कर लेता, इस्तीफा नहीं दूंगा:- मैत्रिपाला सिरिसेना, राष्ट्रपति श्रीलंका

मस्…",NOT,NONE,train
hasoc_2020_hi_2282,"RT @aajtak: #LokSabhaElections2019
तेज बहादुर के नामांकन पत्र के कागजों में गड़बड़ी पाई गई थी

https://t.co/w4y7avRlku",NOT,NONE,train
hasoc_2020_hi_1907,"चमचों, चुनाव ख़तम होने के पहले बस इतना बता दो कि....
.
मणिशंकर कायर की लाश को गाड़ा गया है या जलाया गया है?? 🙄🙄😷😷",HOF,OFFN,train
hasoc_2020_hi_3608,RT @rukasa007: मेजर प्रवीण और सूबेदार पवार का यह बयान सैन्य न्यायालय के रिकार्ड में दर्ज है यही वजह है कि सेना ले.कर्नल पुरोहित को निर्दोष…,NOT,NONE,train
hasoc_2020_hi_3554,@pankhuripathak जब कुछ समझ मे न आये तो @BJP4India  के चप्पल मार दो!,HOF,HATE,train
hasoc_2020_hi_1882,@awasthis हर हर महादेव* शिव शंम्भु,NOT,NONE,train
hasoc_2020_hi_2591,"RT @mat_jane_de_yar: #CloudStrike
अच्छे अच्छे ढल गए इस दुनिया के व्यवहार में 
ये फेंकु क्या चीज है,
पड़ेगी इसको भी लात इस Democracy के बाजा…",HOF,OFFN,train
hasoc_2020_hi_1092,RT @Dr_Anubhav4u: अब ये किसने कर दिया बे😂😂 https://t.co/yV1VxvZq4G,NOT,NONE,train
hasoc_2020_hi_993,RT @HindiNews18: #HTP। अगर राहुल माफी नहीं मांगते तो क्या होता? क्या वे जेल चले जाते? क्या राहुल गांधी संविधान का मज़ाक उड़ाया है?- @bajpai…,NOT,NONE,train
hasoc_2020_hi_522,"RT @BasantA49182115: IMF: - मिस्टर इमरान खान क्या गारंटी है कि
आपको दिये गये फंड का उपयोग आप
आतंकवाद को बढाने में नही लगाएंगे? 

इमरान: - स…",NOT,NONE,train
hasoc_2020_hi_4155,@RhishiO @ani_digital @ANI बादल से राडार को चकमा देने वाले के भक्त हो काफी है,NOT,NONE,train
hasoc_2020_hi_3912,"RT @jyotitiwari05: सबसे ज्यादा हँसी तो उन आदमियों पर आई,जो लेडीज टाॅक के बीच आ गए, आंटी सही हैं,नहीं नहीं लड़कियाँ सही हैं। अवधी में कहावत…",NOT,NONE,train
hasoc_2020_hi_480,"RT @balveer_parmar: रायबरेली UP के सबसे 10 गरीब जिलों में से एक है,
और वहाँ की सासंद सोनिया गाँधी 
दुनिया की 10 अमीर महिलाओं में नंबर 4 पर…",NOT,NONE,train
hasoc_2020_hi_261,RT @manakgupta: चीन को पूरी दुनिया के सामने झुका देना भारत की अब तक की सबसे बड़ी कूटनीतिक जीत में से एक है #MasoodAzhar,NOT,NONE,train
hasoc_2020_hi_3178,"RT @IamVikas_Kr: डिवाइडर दर्द अभी कम भी नही हुआ था 
और रडार आ गया!!
~ भक्त कहिन
🤣🤣

@ajitanjum",HOF,OFFN,train
hasoc_2020_hi_3739,"RT @Mdhaka5: सुरजेवाला व कपिल सिब्बल ने UN को लेटर लिखकर मांग की है, 
कि मसूद अजहर को इंटरनेशनल आतंकी घोषित मत करो इससे BJP को फायदा होगा:-…",NOT,NONE,train
hasoc_2020_hi_3835,RT @BJP4India: हाल हीं में श्रीलंका में जो बम धमाके हुए थे उसके बाद वहां की सरकार ने जाकिर नाइक के टीवी चैनल पर बैन लगाने का फैसला किया है।…,NOT,NONE,train
hasoc_2020_hi_2907,"RT @AKTKadmin: आंख हैं भरी भरी और तुम मुस्कुराने की बात करते हो,
वोट तो डूब गई इनकी भी, वीडियो में भड़ास निकाल सकते हो। https://t.co/w19189…",NOT,NONE,train
hasoc_2020_hi_1268,"RT @BebakAawaj: @yadavakhilesh भाजपा को इस समय वोट चाहिए वो भी जनता को जाती-धर्म नेहरू-राजीव गांधी का नाम लेकर...

देश की समस्याओं पर अगर…",HOF,HATE,train
hasoc_2020_hi_1657,"RT @RahulSinhaZee: टिकिट देने से पहले ये तो पता कर लेते कि सेना में थे या बीएसएफ में, वैसे इन्हें बीएसएफ से बर्खास्त किया गया था https://t.…",NOT,NONE,train
hasoc_2020_hi_1192,"@dibang @abpnewshindi @sherryontopp @abpnewstv अब बोला ना जाओ ना दिबांग ।
दलला अपने पास जमा माल विदेशों में जमा इसका हरामी रहा है",HOF,PRFN,train
hasoc_2020_hi_3233,"किसी का दिल तोडना आज तक नही आया मुझे, प्यार करना जो अपनी माँ से सीखा है मैंने।",NOT,NONE,train
hasoc_2020_hi_3948,"RT @devduttmyth: श्री राम रावण का वध कर्ते हैं लेकिन उनका अपमान नहीं करते।
राजधर्म और राजनीति में फ़र्क़ होता है https://t.co/YdDXeu2Vbx",NOT,NONE,train
hasoc_2020_hi_4079,"@dhruv_rathee मोदी जी डिजिटल कैमरे और ई मेल का उपयोग 1987 से कर रहे है
भारत मे ई मेल सुविधा विदेश संचार निगम लिमिटेड द्वारा 1995 में शुरू की गई थी 
मोदी जी ने रास्ते मे एक कविता लिखी थी ,पर जो पेज पढ़ने के लिए मंगवाया वो प्रश्न के साथ प्रिंटेड था
मूर्ख हैं तो मोदी है",HOF,OFFN,train
hasoc_2020_hi_1593,"@DHARMEN012 @VeerLotus किसी ने नहीं माना है 
बस गुलामो को छोङ कर",NOT,NONE,train
hasoc_2020_hi_4191,"RT @News18UP: अमेठी कस्बे में @priyankagandhi का रोड शो शुरु
@INCUttarPradesh https://t.co/oo9ki3AraN",NOT,NONE,train
hasoc_2020_hi_589,"RT @GauriJalpa: पाकिस्तान के,
बालाकोट में भारतीय वायुसेना की एयर स्ट्राइक में 130 से 170 आतंकवादी मारे गए थे,
इसका खुलासा करने वाली इटली की…",NOT,NONE,train
hasoc_2020_hi_3610,RT @SinghAwantika: अभी तक यह इन लोगो ने नही कहा था तो मुझे चिंता होने लगी थी कि AAP चुनाव लड़ भी रही है या नही? अभी चिंता का एक और विषय है…,NOT,NONE,train
hasoc_2020_hi_2380,23 मई को इसका उतरा हुआ मुह देखने लायक होगा जब #NDA प्रचंड बहुमत से जीतेगी !!,NOT,NONE,train
hasoc_2020_hi_1031,RT @priyankagandhi: शहीदों के नाम पर वोट माँगकर उनकी शहादत को अपमानित करने वाले प्रधानमंत्री ने कल अपनी बेलगाम सनक में एक नेक और पाक इंसान…,HOF,OFFN,train
hasoc_2020_hi_4134,@MubashirZaidi apky 100 lafzoo ki khani kaha hai?,NOT,NONE,train
hasoc_2020_hi_3500,"@BJP4India @jairamthakurbjp जिस गुड़िया के नाम पे सत्ता में आये आज यही प्रवचन दे रहे हैं ,rape पे राजनीति न करे ।न अपने किसी को ससपेंड किया ।और अब केस को दबाने की कोशिश कर रहे हो ।😂",HOF,OFFN,train
hasoc_2020_hi_1576,Hamaari THORian THORon se kam hai ke?😎✌😂 https://t.co/V4B39UOxqt,NOT,NONE,train
hasoc_2020_hi_2825,इससे ज्यादा मानसिक दिवालियापन क्या हो सकता है?,NOT,NONE,train
hasoc_2020_hi_57,"@art_lover_09 लोग अब यह भी करने लगे शॉपिंग मॉल में ,",NOT,NONE,train
hasoc_2020_hi_2350,"@sharadknp @narendramodi ये व्यापार बंद हुआ 
तभी तो इन्का मन डरा हुआ
बिती गल्तियों का खुलासा हुआ
ऐसे ही गुरू नही कहता "" हुआ तो हुआ """,NOT,NONE,train
hasoc_2020_hi_1841,RT @aapkiapni1: जीवन मे किसी के मदद की जरुरत हो तो अवश्य ले शर्माए नही https://t.co/1Bw8tGMonG,NOT,NONE,train
hasoc_2020_hi_670,"RT @SoniyaGupta69: अब अच्छा लग रहा है, प्लीज़ अब रुकना मत और जोर से मुझे चूत में खुजली हो रही है।     https://t.co/7ncQQvbMhZ https://t.co/…",NOT,NONE,train
hasoc_2020_hi_3102,"RT @Narendr67841032: @narendramodi @AbeShinzo @JPN_PMO हाय री किस्मत 
यह भी अभी होना था-- कांग्रेस
यह मोदी तो हमें 40 से 4 पर ला कर छोड़ेगा…",NOT,NONE,train
hasoc_2020_hi_1459,"RT @narendramodi_in: जब इन लोगों को मौका मिला तो इन लोगों ने बिजली में भी घोटाला कर दिया।

जब मुझे सेवा का अवसर मिला तो ढाई करोड़ से ज्यादा…",NOT,NONE,train
hasoc_2020_hi_2942,"RT @Nitu_Ji: पप्पू 2019 में PM बनेगा ... ऐसे विचार उन्ही लोगों के हैं

जो सड़क किनारे बैठे हकीम से गुप्त रोगों का इलाज करवाते हैं !😂🙏",HOF,OFFN,train
hasoc_2020_hi_2721,"RT @piyushakak4: समझ में नहीं आ रहा कि देश में चुनाव हो ही क्यों रहा है.... 
सभी संस्थाएं, सारी एजेंसियां तो मोदी जी के पास है ही, वह अपने…",HOF,HATE,train
hasoc_2020_hi_3707,"RT @Kavita22666851: ""तुम्हें"" ""ना* देखकर
         कब तक ""सबर""🌸 
करू,,
         आंखें तो  
बंद कर लू,
          पर इस दिल का
 क्या करू.👤🍃

🍃…",NOT,NONE,train
hasoc_2020_hi_1958,@sardanarohit तानाशाही है सब करेगी वंहा,NOT,NONE,train
hasoc_2020_hi_500,"RT @narendramodi: 2019 का चुनाव भारतीय जनता पार्टी नहीं, भारतीय जनता लड़ रही है। https://t.co/U5P0Sy6Ahb",NOT,NONE,train
hasoc_2020_hi_2880,"RT @kdsingh987: कांग्रेस पार्टी के मसूद अजहर जी #आतंकवादी घोषित हो गए ...👌

कुछ बोलेंगे @RahulGandhi जी अब..??

@TajinderBagga @joshijikabe…",HOF,OFFN,train
hasoc_2020_hi_1550,"RT @SinghAwantika: ISIS के आतंकवादियों को हराना है, काफिरों और मूर्ति पूजा करने वालो के हत्यारो के समर्थकों को हराना है। https://t.co/RoP6R…",NOT,NONE,train
hasoc_2020_hi_108,@yadavdimples Chutiya hai o,HOF,PRFN,train
hasoc_2020_hi_2193,@seematri6 @Bhumika__1 हार गये,NOT,NONE,train
hasoc_2020_hi_3140,"RT @pbdixit: पत्नी:- मेरे बाल सफेद होते जा रहे है 
व्हाॅट शुड आय डु??

 पति:- व्हाय डोन्ट यु ""डाइ""?.",NOT,NONE,train
hasoc_2020_hi_1049,@ArvindKejriwal mein baccho ki kasam khata hoon ki mujhse bada jhootha koi nahin hai ji😂😂😂😂,HOF,OFFN,train
hasoc_2020_hi_409,"RT @Priyank11228390: #fridayThoughts
 कबीर साहेब कहते हैं चारों वेद कतेब झूठे नहीं है । झूठे वह धर्मगुरु है जो इनको समझ नहीं पा रहे हैं। अग…",NOT,NONE,train
hasoc_2020_hi_308,"सूझवान वोटर लुटेरों को सबक़ सिखाएगा
हर इक देश प्रेमी कमल का बटन दबाएगा 
आएगा आएगा फिर मोदी आएगा",NOT,NONE,train
hasoc_2020_hi_1424,@dikshas_96 अरे तुम कब आयी ?😱,NOT,NONE,train
hasoc_2020_hi_1372,"RT @GauriJalpa: जो व्यापारी,
यह बोल रहे हैं कि हम GST के कारण बर्बाद हो गए,

वो यह बताएं,
कि GST तो आप जनता से लेते हैं, फिर बर्बाद आप कैसे…",NOT,NONE,train
hasoc_2020_hi_110,Qabool hai.,NOT,NONE,train
hasoc_2020_hi_1562,"कबीरा तेरे देश में नए-नए विचार
बारिश-बादल से  फैल हुए रडार",HOF,OFFN,train
hasoc_2020_hi_469,"RT @HTetey: तेजबहादुर यादव BSF का बर्खास्त जवान और टोटिचोर अखिलेश यादव,2017 का यह फोटो है।
अब समझ मे आया ये दाल रोटी के वीडियो डालकर,सरकार…",HOF,OFFN,train
hasoc_2020_hi_4334,"RT @BJP4India: यहां किसानों का 2 लाख तक का कर्ज माफ होना था।

किसानों के घर आज पुलिस आ रही है, बैंक किसानों को कर्ज नहीं दे रहे। 

मध्य प्र…",NOT,NONE,train
hasoc_2020_hi_3919,"ड्रैगन झुका, मसूद अज़हर अंतर्राष्ट्रीय आतंकी घोषित हुआ ! संयुक्त राष्ट्र को भी EC का नोटिस तो नहीं भेजा जाएगा !
#MasoodAzhar
#UNSC
#vinayshukla",NOT,NONE,train
hasoc_2020_hi_4288,"RT @JagratiGupta3: जिस तरह से बंगाल में अराजकता फैली हुई है,
BJP कार्यकर्ताओं की हत्या कर दी जाती है,
TMC के आतंकवादी लोगों को मतदान तक न…",NOT,NONE,train
hasoc_2020_hi_4309,"ISIS का दावा, हमने भारत मे प्रांत की स्थापना की
#isis
#terrorist 
https://t.co/auKyZQUfHx",NOT,NONE,train
hasoc_2020_hi_971,"RT @Great_Legion: जैसे तड़ीपार , मर्डर कर के सबूत मिटा देता है, वैसे ही 
@BJP4Gujarat
 भी अनपढ़ जाहिल की रडार टेक्नोलॉजी वाली डिलीट कर देते…",NOT,NONE,train
hasoc_2020_hi_2385,"RT @ShivamWays: हालातो के आगे जब साथ
न जुबां होती है,
पहचान लेती है 
खामोशी में हर दर्द
वो सिर्फ ""माँ"" होती है 😚😍",NOT,NONE,train
hasoc_2020_hi_643,"RT @Ahmad_Shakeel: जब “ Time “ पत्रिका ने 2014 और 2015 मे मोदी जी की तारीफ़ की थी तो भाजपाई बहुत ख़ुश थे, अब देश को टुकड़े टुकड़े करने वा…",NOT,NONE,train
hasoc_2020_hi_2033,"RT @ADITIJOSHI01: @KapilMishra_IND बिक गया केजरीवाल

दो पट्टी की चप्पल पहन के सब को झूठ बोलता है आत्म मुग्ध बौना👇 https://t.co/EXNpfVcFxu",HOF,OFFN,train
hasoc_2020_hi_1480,@aajtak Modi hai to mumkin hai,NOT,NONE,train
hasoc_2020_hi_2660,"RT @RssKanishk: मौलाना मसूद अजहर पर बैन लगवाने से कुछ नही होगा मोदी जी जबतक ""हिना रब्बानी"" को भारत नही ले आते तबतक हम नही मानेंगे!…",NOT,NONE,train
hasoc_2020_hi_3396,"RT @ThePhenomenal_S: खुद की लिखी हुई शायरी डालूँ या कॉपी पेस्ट करूँ या पॉलिटिकल ट्वीट स्टार्ट करूँ  😂

#ThePhenomenal_S",NOT,NONE,train
hasoc_2020_hi_2117,"😂😂😂😂

आज केज़रू की ख़ैर नहीं !",HOF,OFFN,train
hasoc_2020_hi_2476,"@GdBakshiJe और पप्पू को राफेल के दाम भी नही पता 
डूब मरो ते चमचो",HOF,OFFN,train
hasoc_2020_hi_3646,RT @chitraaum: अपनी सेल्फी मुझे टैग करते रहें 😃 #VoteKar #VoteDo https://t.co/xdYkMdqV80,NOT,NONE,train
hasoc_2020_hi_3032,"@Kavita_Sharma4 लगता है इस आपराधिक प्रवृत्ति के चार बार सज़ा पाए, पाकिस्तानीयों के यार, गद्दारी के लिए BSF से निकाले गए 'फौजी' की मर्दानगी चेक कर चुकी हैं मैडम!!",NOT,NONE,train
hasoc_2020_hi_3385,@KuchBhi03 Graound report hai bhai sare chutiye Gurgaon me baste hai,HOF,PRFN,train
hasoc_2020_hi_36,RT @INCIndia: दोबारा मत पूछना कि कांग्रेस ने 60 सालों में क्या किया! https://t.co/AAhO4M55wa,NOT,NONE,train
hasoc_2020_hi_4233,आखिरकार सच मान ही लिया संसद की लोक लेखा समिति(पीएसी)कमेटी ने कि ऑगनबाडी बहिनें बहुत ही कम (नाम मात्र) 4500/-रू•मानदेय पर कार्य कर रही है।और जब चुनाव आते है तो झूठा आश्वासन देकर हर दल इनके साथ छलावा करता है।अब भी न्याय न मिले तो धिक्कार है केंद्र और राज्य सरकार पर https://t.co/prThdDuNLX,HOF,HATE,train
hasoc_2020_hi_3003,"@gilaniwasif @Dr_Uditraj @RabindarPrasad6 भाई गलतफहमी में न रहियो आर एस एस तो यही रहेगी कोइये या हिंदुस्तान में रहके तकलीफ है तो वो अपने बोरी बिस्तर समेट के कहू भी जा सके कोई रोकेगो नाय।
राम राम सा",NOT,NONE,train
hasoc_2020_hi_3760,"@PollTics @SharmaShradha राह (रास्ते) तो हमेशा से सीधे ही थे, लेकिन हर चौराहे पर ईमानदरो की तफ्तीश क्यूं हो रही? वो चोला पहने ही निकल लिये और ईमानदार को सच्चाई का हेल्मेट भी बचा नही पाया ।",NOT,NONE,train
hasoc_2020_hi_35,"RT @kapoorashok25: @SureshChavhanke @sat1810 अगर कोई लोन वूल्फ़ ट्रक ले कर चढ़ जाए,,,,, फ़्रांस की तरह",NOT,NONE,train
hasoc_2020_hi_1105,"RT @IAm_Sanjaysri: यह वीडियो हरियाणा का फरीदाबाद का होने का दावा किया जा रहा है | यह वीडियो भारत का #LokSabhaElections2019 का है ?
दुख‌ इस…",NOT,NONE,train
hasoc_2020_hi_1972,"RT @ashok__pareek: अच्छा सुनो📣

जब तक पप्पू प्रधानमंत्री नही बन जाता

म तुम्हें युहीं परेशान करता रहूंगा

😹😹😂😂

ठीक है😈",HOF,OFFN,train
hasoc_2020_hi_1930,"हरियाणा में चुनाव निर्विघ्न सम्पन्न! 

प्रदेश की #जनता व #चुनाव आयोग को साधुवाद",NOT,NONE,train
hasoc_2020_hi_505,"@TajinderBagga एक दम से देखता हूँ तो ऐसा लगता है,,ममता डायन मांग रही है।",HOF,OFFN,train
hasoc_2020_hi_4291,Halo hai hai halo,NOT,NONE,train
hasoc_2020_hi_1798,"RT @Kavita_Sharma4: चुनाव आयोग ने भाजपा मे शामिल होने का इन्कार किया

फिलहाल बाहर से ही समर्थन जारी रहेगा

देशहित मे

😅😆😉 https://t.co/0EzZ…",NOT,NONE,train
